zam_prod_id;zamow_id;produkt_id;produkt_kod;kolor;product_rozmiar;cena;ilosc;nastanie;status_odbioru
615;495;1;Czapka KioWi z osłoną ochronną;Czarny;;74.90;1;0;0
623;502;1;Czapka KioWi z osłoną ochronną;Czarny;;74.90;2;0;0
624;503;1;Czapka KioWi z osłoną ochronną;Czarny;;74.90;2;0;0
628;506;1;Czapka KioWi z osłoną ochronną;Czarny;;74.90;1;0;0
629;507;1;Czapka KioWi z osłoną ochronną;Czarny;;74.90;1;0;0
630;508;1;Czapka KioWi z osłoną ochronną;Czarny;;74.90;1;0;0
631;509;1;Czapka KioWi z osłoną ochronną;Czarny;;74.90;1;0;0
634;512;1;Czapka KioWi z osłoną ochronną;Czarny;;74.90;1;0;0
636;513;1;Czapka KioWi z osłoną ochronną;Czarny;;74.90;1;0;0
638;515;1;Czapka KioWi z osłoną ochronną;Czarny;;74.90;1;0;0
639;516;1;Czapka KioWi z osłoną ochronną;Czarny;;74.90;1;0;0
640;517;1;Czapka KioWi z osłoną ochronną;Czarny;;74.90;1;0;0
642;518;1;Czapka KioWi z osłoną ochronną;Czarny;;74.90;1;0;0
643;519;1;Czapka KioWi z osłoną ochronną;Czarny;;74.90;1;0;0
647;523;1;Czapka KioWi z osłoną ochronną;Czarny;;74.90;1;0;0
648;524;1;Czapka KioWi z osłoną ochronną;Czarny;;74.90;1;0;0
654;529;1;Czapka KioWi z osłoną ochronną;Czarny;;74.90;1;0;0
655;530;1;Czapka KioWi z osłoną ochronną;Czarny;;74.90;1;0;0
657;532;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
659;533;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
661;534;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
662;535;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;2;0;0
663;536;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;2;0;0
664;537;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
668;541;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
671;543;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
678;549;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
679;550;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
680;551;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
683;553;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
685;555;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
687;557;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
689;559;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
690;560;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
691;561;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;2;0;0
693;562;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
695;563;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
697;564;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
698;565;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;2;0;0
28;25;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
30;26;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;2;0;0
32;27;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
35;30;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
43;37;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
47;40;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
51;43;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
52;44;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
54;46;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
56;47;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;2;0;0
57;48;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
104;88;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;3;0;0
108;91;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
112;94;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;2;0;0
113;95;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
114;96;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
125;104;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
132;109;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;2;0;0
134;111;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
140;116;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
145;120;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
150;123;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
152;124;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
153;125;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
160;130;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
162;132;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
169;138;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
170;139;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
176;145;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;2;0;0
177;146;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
179;147;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;2;0;0
185;152;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;2;0;0
189;156;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
190;157;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
197;162;1;Czapka KioWi z osłoną ochronną;Czarny;;89.90;1;0;0
1;1;1;Czapka KioWi z osłoną ochronną;Grafitowy;;99.90;1;0;0
6;6;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
7;7;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
12;11;1;Czapka KioWi z osłoną ochronną;Grafitowy;;1.00;1;0;0
16;15;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
20;17;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;2;0;0
23;20;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
25;22;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
58;49;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
60;51;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
62;52;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
66;55;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;2;0;0
67;56;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
73;60;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
76;63;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
78;65;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
82;69;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;2;0;0
83;70;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
90;75;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
94;79;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
97;81;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
98;82;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
99;83;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
103;87;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
105;89;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;2;0;0
107;90;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
110;92;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
111;93;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
116;97;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
117;98;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
118;99;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
119;100;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;2;0;0
120;101;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
122;102;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
135;111;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
136;112;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
139;115;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
143;118;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
146;120;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
147;121;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
149;122;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
155;127;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
157;128;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
161;131;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
163;133;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;2;0;0
165;135;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
166;136;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
168;137;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
172;141;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
174;143;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
178;146;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
180;148;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
184;151;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
192;158;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
193;159;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
195;160;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
202;166;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
203;167;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
204;168;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
205;169;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
207;171;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
208;172;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
209;173;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
211;175;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
212;176;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
213;177;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
214;178;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
216;180;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
271;223;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
275;225;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
279;227;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
281;229;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
283;231;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
294;240;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
295;241;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
299;245;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;2;0;0
301;247;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
302;248;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
308;253;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;2;0;0
312;256;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
315;258;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
318;260;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
320;261;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
321;262;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
327;266;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
330;269;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
331;270;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
333;272;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
334;273;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
335;274;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
339;277;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
340;278;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
342;279;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
344;280;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
347;282;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
353;287;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
355;288;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;3;0;0
370;297;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
375;302;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
381;307;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
395;317;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
402;323;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
403;324;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
406;327;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
408;328;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
409;329;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
412;331;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
422;337;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
423;338;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
426;341;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
429;344;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
436;350;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
437;351;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;2;0;0
438;352;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
439;353;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
441;354;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
447;360;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
450;362;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
451;363;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
455;366;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
461;370;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
473;380;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
476;383;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
499;405;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
512;416;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
515;419;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
516;420;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
522;424;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
530;431;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
546;444;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
550;447;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
554;449;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
564;456;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
566;458;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
568;459;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
573;463;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
579;467;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;2;0;0
582;468;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
585;471;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
592;477;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
599;483;1;Czapka KioWi z osłoną ochronną;Grafitowy;;74.90;1;0;0
600;484;1;Czapka KioWi z osłoną ochronną;Grafitowy;;74.90;1;0;0
605;488;1;Czapka KioWi z osłoną ochronną;Grafitowy;;74.90;1;0;0
609;490;1;Czapka KioWi z osłoną ochronną;Grafitowy;;74.90;1;0;0
610;491;1;Czapka KioWi z osłoną ochronną;Grafitowy;;74.90;1;0;0
613;494;1;Czapka KioWi z osłoną ochronną;Grafitowy;;74.90;1;0;0
618;498;1;Czapka KioWi z osłoną ochronną;Grafitowy;;74.90;1;0;0
619;499;1;Czapka KioWi z osłoną ochronną;Grafitowy;;74.90;1;0;0
621;501;1;Czapka KioWi z osłoną ochronną;Grafitowy;;74.90;1;0;0
625;504;1;Czapka KioWi z osłoną ochronną;Grafitowy;;74.90;1;0;0
632;510;1;Czapka KioWi z osłoną ochronną;Grafitowy;;74.90;2;0;0
641;518;1;Czapka KioWi z osłoną ochronną;Grafitowy;;74.90;1;0;0
644;520;1;Czapka KioWi z osłoną ochronną;Grafitowy;;74.90;1;0;0
649;525;1;Czapka KioWi z osłoną ochronną;Grafitowy;;74.90;1;0;0
653;528;1;Czapka KioWi z osłoną ochronną;Grafitowy;;74.90;1;0;0
656;531;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
670;542;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
672;544;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
674;546;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;3;0;0
675;547;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;3;0;0
676;548;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;3;0;0
681;552;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
688;558;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
692;562;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
694;563;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
696;564;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
699;566;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
38;33;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;4;0;0
42;37;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
46;39;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
55;47;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
36;31;1;Czapka KioWi z osłoną ochronną;Grafitowy;;89.90;1;0;0
138;114;1;Czapka KioWi z osłoną ochronną;Ciemnoniebieski;;89.90;1;0;0
5;5;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
9;8;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
10;9;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
11;10;1;Czapka KioWi z osłoną ochronną;Szary;;1.00;1;0;0
29;25;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
68;57;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
70;58;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
81;68;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
91;76;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
109;91;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
115;97;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
121;102;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
126;104;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
128;105;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
131;108;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
133;110;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
141;117;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
142;118;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
144;119;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;3;0;0
151;124;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
154;126;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
158;128;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
167;137;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
171;140;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;2;0;0
182;150;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
183;151;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
194;159;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
196;161;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
200;165;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
215;179;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
219;182;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
222;184;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
224;186;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
226;187;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
228;188;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
230;189;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
233;192;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
234;193;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
235;194;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
237;196;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
240;198;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
245;201;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
250;205;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
251;206;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
255;210;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
256;211;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
257;212;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
260;214;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
261;215;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;2;0;0
263;216;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
266;218;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
267;219;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
269;221;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
270;222;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
272;224;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
286;234;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
289;235;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
293;239;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
297;243;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
307;253;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;3;0;0
311;256;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
314;258;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
317;260;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
319;261;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
345;280;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
351;285;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
354;287;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
356;288;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;2;0;0
360;291;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
365;293;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
369;297;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
373;300;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
382;308;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
386;311;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
387;312;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
396;318;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
398;320;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
407;327;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
415;333;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
421;337;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
434;348;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
440;354;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
448;361;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
457;367;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
458;368;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
464;372;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
475;382;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
480;386;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
489;395;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
501;407;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
507;412;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
508;413;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
510;414;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
521;424;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
524;426;1;Czapka KioWi z osłoną ochronną;Szary;;89.90;1;0;0
